Make,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),engine_class,mileage,Age,km_year,qcut_km_year,mileage_class,is_retro,is_japan,is_german,is_cargo_passenger,is_off_road,is_mpv,is_open_top
18,2006,6,143000,2000.0,0,,2700.0,1,1,16,8938.0,0,2,0,0,0,1,0,1,0
41,2011,11,135000,1998.0,0,,6150.0,1,1,11,12273.0,1,2,0,0,1,1,0,0,0
39,2010,3,110000,2000.0,4,,6500.0,1,1,12,9167.0,0,2,0,1,0,1,1,0,0
34,2010,10,189000,1800.0,4,,5700.0,1,2,12,15750.0,1,2,0,0,0,0,0,0,0
25,2008,10,164353,1584.0,4,,5000.0,3,2,14,11740.0,0,2,0,1,0,0,0,0,0
14,2011,11,25000,1700.0,0,,6200.0,3,0,11,2273.0,0,2,0,1,0,1,0,0,0
41,2006,6,189000,1900.0,0,,3700.0,1,2,16,11812.0,0,2,0,0,1,1,0,1,0
38,2007,9,128500,1300.0,4,,2500.0,3,1,15,8567.0,0,2,0,1,0,1,0,0,0
10,2009,4,78000,1200.0,4,,1900.0,3,1,13,6000.0,0,2,0,0,0,0,0,0,0
41,2011,1,208860,1600.0,0,,4900.0,3,2,11,18987.0,2,2,0,0,1,1,0,0,0
41,2012,4,179457,1200.0,4,,5699.0,3,2,10,17946.0,2,2,0,0,1,0,0,0,0
34,2010,10,293554,1390.0,4,,5699.0,3,2,12,24463.0,2,2,0,0,0,0,0,0,0
1,1999,10,223000,2000.0,4,,1550.0,1,2,23,9696.0,0,2,0,0,1,0,0,0,0
32,2003,10,135000,1400.0,4,,1150.0,3,1,19,7105.0,0,2,0,0,0,0,0,0,0
11,2008,6,89000,1600.0,0,,3300.0,3,1,14,6357.0,0,2,0,0,0,1,0,1,0
34,2006,6,123000,1400.0,4,,2550.0,3,1,16,7688.0,0,2,0,0,0,1,0,1,0
39,2007,11,125000,2200.0,0,,4250.0,1,1,15,8333.0,0,2,0,1,0,1,0,0,0
33,2008,4,89000,1900.0,0,,2700.0,1,1,14,6357.0,0,2,0,0,0,0,0,0,0
11,2013,10,130000,2000.0,5,,11600.0,1,1,9,14444.0,1,1,0,0,0,0,0,0,0
27,2009,3,209000,1500.0,0,,6300.0,3,2,13,16077.0,1,2,0,1,0,1,1,0,0
41,1999,6,3000,2500.0,0,,4800.0,1,0,23,130.0,0,2,0,0,1,1,0,1,0
2,2002,11,230000,1900.0,4,,650.0,1,2,20,11500.0,0,2,0,0,1,1,0,0,0
39,2012,3,52000,1987.0,4,,16900.0,1,0,10,5200.0,0,2,0,1,0,1,1,0,0
25,2006,9,244000,2400.0,4,,5800.0,1,2,16,15250.0,1,2,0,1,0,1,0,0,0
41,1988,4,300000,1600.0,0,,1000.0,3,2,34,8824.0,0,2,0,0,1,0,0,0,0
23,2011,10,333333,3500.0,0,,9400.0,0,2,11,30303.0,2,2,0,0,1,0,0,0,0
41,1992,4,217000,1300.0,4,,1000.0,3,2,30,7233.0,0,2,0,0,1,0,0,0,0
39,2013,4,188564,1500.0,2,,7299.0,3,2,9,20952.0,2,2,0,1,0,0,0,0,0
39,2006,4,180516,1500.0,2,,5799.0,3,2,16,11282.0,0,2,0,1,0,0,0,0,0
6,2011,9,189256,1596.0,4,,5999.0,3,2,11,17205.0,2,2,0,0,0,1,0,0,0
39,2008,4,171948,1500.0,2,,5999.0,3,2,14,12282.0,1,2,0,1,0,0,0,0,0
42,2004,9,394203,2400.0,0,,7499.0,1,2,18,21900.0,2,2,0,0,0,1,0,0,0
14,2009,4,190435,1396.0,3,,4499.0,3,2,13,14649.0,1,2,0,1,0,0,0,0,0
2,2005,10,296623,2996.0,3,,8499.0,1,2,17,17448.0,2,2,0,0,1,0,0,0,0
33,2005,4,206839,1595.0,4,,4299.0,3,2,17,12167.0,1,2,0,0,0,0,0,0,0
23,2006,9,388598,2200.0,0,,8499.0,1,2,16,24287.0,2,2,0,0,1,1,0,0,0
1,2009,2,178120,1984.0,4,,9799.0,1,2,13,13702.0,1,2,0,0,1,0,0,0,0
14,2007,10,184255,1591.0,4,,5500.0,3,2,15,12284.0,1,2,0,1,0,0,0,0,0
31,2011,11,217000,1500.0,0,,6999.0,3,2,11,19727.0,2,2,0,0,0,1,0,0,0
40,2004,11,190000,1700.0,3,,3500.0,3,2,18,10556.0,0,2,0,0,0,1,0,0,0
34,2017,4,92000,1598.0,0,,13599.0,3,1,5,18400.0,2,1,0,0,0,0,0,0,0
27,1991,10,200000,1600.0,4,,400.0,3,2,31,6452.0,0,2,0,1,0,0,0,0,0
39,2012,11,149000,1800.0,5,,10990.0,1,1,10,14900.0,1,1,0,1,0,1,0,0,0
27,1993,10,20000,1600.0,4,,500.0,3,0,29,690.0,0,2,0,1,0,0,0,0,0
34,2010,11,170000,1200.0,4,,4299.0,3,2,12,14167.0,1,2,0,0,0,1,0,0,0
2,2000,10,29985,200.0,0,,1000.0,2,0,22,1363.0,0,2,0,0,1,0,0,0,0
31,2015,6,187000,1496.0,0,,8999.0,3,2,7,26714.0,2,2,0,0,0,1,0,1,0
29,2005,6,200000,1997.0,0,,4250.0,1,2,17,11765.0,0,2,0,0,0,1,0,1,0
2,2001,10,312000,2200.0,4,,4400.0,1,2,21,14857.0,1,2,0,0,1,0,0,0,0
33,2008,4,185000,1400.0,3,,3300.0,3,2,14,13214.0,1,2,0,0,0,0,0,0,0
4,2001,0,128000,2700.0,4,,1350.0,1,1,21,6095.0,0,2,0,0,0,0,0,0,1
6,2016,10,176000,1200.0,3,,3600.0,3,2,6,29333.0,2,2,0,0,0,0,0,0,0
14,2013,4,188000,1100.0,0,,5200.0,2,2,9,20889.0,2,2,0,1,0,0,0,0,0
34,2016,10,150000,1968.0,0,,20999.0,1,1,6,25000.0,2,1,0,0,0,0,0,0,0
2,1999,11,350000,2500.0,0,,2700.0,1,2,23,15217.0,1,2,0,0,1,1,0,0,0
39,2006,10,195000,1800.0,4,,6000.0,1,2,16,12188.0,1,2,0,1,0,0,0,0,0
41,2008,11,221000,1400.0,4,,5000.0,3,2,14,15786.0,1,2,0,0,1,1,0,0,0
28,2001,1,275000,1200.0,4,,2330.0,3,2,21,13095.0,1,2,0,0,1,1,0,0,0
39,2009,11,225000,1800.0,2,,8500.0,1,2,13,17308.0,2,2,0,1,0,1,0,0,0
29,2008,4,185000,1500.0,0,,2450.0,3,2,14,13214.0,1,2,0,0,0,0,0,0,0
27,2003,3,153000,2500.0,0,,2450.0,1,2,19,8053.0,0,2,0,1,0,1,1,0,0
34,2008,10,196186,1400.0,4,,3900.0,3,2,14,14013.0,1,2,0,0,0,0,0,0,0
11,2006,5,297860,1900.0,0,,3650.0,1,2,16,18616.0,2,2,0,0,0,1,0,1,0
27,2011,3,214567,1500.0,0,,6700.0,3,2,11,19506.0,2,2,0,1,0,1,1,0,0
41,1995,11,38900,1900.0,0,,1430.0,1,0,27,1441.0,0,2,0,0,1,1,0,0,0
7,2004,10,213544,1400.0,3,,850.0,3,2,18,11864.0,0,2,0,0,0,0,0,0,0
27,2005,4,91000,1500.0,3,,2200.0,3,1,17,5353.0,0,2,0,1,0,0,0,0,0
25,2003,5,178000,1800.0,3,,1900.0,1,2,19,9368.0,0,2,0,1,0,1,0,1,0
31,2006,4,190533,1500.0,0,,2500.0,3,2,16,11908.0,1,2,0,0,0,0,0,0,0
13,2012,10,135500,1500.0,2,,8000.0,3,1,10,13550.0,1,1,0,1,0,0,0,0,0
11,2014,11,185000,2000.0,2,,9900.0,1,2,8,23125.0,2,2,0,0,0,1,0,0,0
34,2016,11,60000,1600.0,4,,10300.0,3,0,6,10000.0,0,2,0,0,0,1,0,0,0
28,2007,4,266000,1300.0,0,,3900.0,3,2,15,17733.0,2,2,0,0,1,0,0,0,0
22,2008,9,127000,2300.0,4,,9450.0,1,1,14,9071.0,0,2,0,1,0,1,0,0,0
2,2005,10,123456,300.0,0,,3400.0,2,1,17,7262.0,0,2,0,0,1,0,0,0,0
39,2007,4,123000,1400.0,0,,5299.0,3,1,15,8200.0,0,2,0,1,0,0,0,0,0
11,2010,6,187000,1600.0,0,,4200.0,3,2,12,15583.0,1,2,0,0,0,1,0,1,0
28,2001,10,178000,1600.0,3,,1950.0,3,2,21,8476.0,0,2,0,0,1,0,0,0,0
14,2008,3,123000,2000.0,0,,5499.0,1,1,14,8786.0,0,2,0,1,0,1,1,0,0
41,2009,6,163000,2000.0,0,,5399.0,1,2,13,12538.0,1,2,0,0,1,1,0,1,0
23,2015,10,50000,2200.0,0,,9999.0,1,0,7,7143.0,0,2,0,0,1,0,0,0,0
23,2013,6,285000,2143.0,0,,19890.0,1,2,9,31667.0,2,2,0,0,1,1,0,1,0
20,1999,10,280000,2999.0,3,,5300.0,1,2,23,12174.0,1,2,0,1,0,0,0,0,0
13,2006,11,280000,2200.0,0,,2900.0,1,2,16,17500.0,2,2,0,1,0,1,0,0,0
22,2008,6,217000,2000.0,0,,3300.0,1,2,14,15500.0,1,2,0,1,0,1,0,1,0
1,2013,10,200000,2000.0,4,,15000.0,1,2,9,22222.0,2,2,0,0,1,0,0,0,0
0,2006,10,199000,1900.0,0,,3300.0,1,2,16,12438.0,1,2,0,0,0,0,0,0,0
23,1994,11,483232,1998.0,3,,2300.0,1,2,28,17258.0,2,2,0,0,1,1,0,0,0
43,2009,10,145241,200.0,3,,1250.0,2,1,13,11172.0,0,2,0,0,0,0,0,0,0
43,2007,10,145000,2400.0,4,,2200.0,1,1,15,9667.0,0,2,0,0,0,0,0,0,0
39,2010,4,214000,1390.0,0,,6500.0,3,2,12,17833.0,2,2,0,1,0,0,0,0,0
14,2017,9,145000,2000.0,0,,19350.0,1,1,5,29000.0,2,1,0,1,0,1,0,0,0
3,2018,3,33000,1800.0,2,,13650.0,1,0,4,8250.0,0,0,0,0,0,1,1,0,0
23,2013,10,290000,2200.0,0,,17500.0,1,2,9,32222.0,2,2,0,0,1,0,0,0,0
39,2010,4,296000,1800.0,2,,7400.0,1,2,12,24667.0,2,2,0,1,0,0,0,0,0
2,2007,9,160000,3000.0,0,,10000.0,1,2,15,10667.0,0,2,0,0,1,1,0,0,0
14,2012,9,92000,2000.0,4,,10800.0,1,1,10,9200.0,0,1,0,1,0,1,0,0,0
41,1993,6,350000,1900.0,0,,2000.0,1,2,29,12069.0,1,2,0,0,1,1,0,1,0
34,2009,10,205000,1400.0,4,,6300.0,3,2,13,15769.0,1,2,0,0,0,0,0,0,0
41,1994,4,309000,1998.0,3,,1200.0,1,2,28,11036.0,0,2,0,0,1,0,0,0,0
43,2007,9,65308,2200.0,3,,3500.0,1,0,15,4354.0,0,2,0,0,0,1,0,0,0
42,2007,9,190000,2400.0,0,,8000.0,1,2,15,12667.0,1,2,0,0,0,1,0,0,0
41,2007,6,180000,1400.0,4,,3800.0,3,2,15,12000.0,1,2,0,0,1,1,0,1,0
23,2008,10,190000,2200.0,0,,7200.0,1,2,14,13571.0,1,2,0,0,1,0,0,0,0
41,2001,11,310000,1900.0,0,,4500.0,1,2,21,14762.0,1,2,0,0,1,1,0,0,0
41,1995,4,250000,1900.0,0,,1199.0,1,2,27,9259.0,0,2,0,0,1,0,0,0,0
13,2016,3,145000,1600.0,0,,19000.0,3,1,6,24167.0,2,1,0,1,0,1,1,0,0
6,2015,3,14000,1500.0,0,,8200.0,3,0,7,2000.0,0,2,0,0,0,1,1,0,0
2,1985,2,11111,1800.0,4,,550.0,1,0,37,300.0,0,2,0,0,1,0,0,0,0
2,2011,3,205000,4000.0,0,,25900.0,0,2,11,18636.0,2,2,0,0,1,1,1,0,0
39,2016,3,162000,2500.0,2,,21300.0,1,2,6,27000.0,2,2,0,1,0,1,1,0,0
23,2011,10,205000,3000.0,0,,24900.0,1,2,11,18636.0,2,2,0,0,1,0,0,0,0
22,2012,10,110000,1800.0,4,,10000.0,1,1,10,11000.0,0,1,0,1,0,0,0,0,0
23,2011,10,248000,2000.0,3,,10850.0,1,2,11,22545.0,2,2,0,0,1,0,0,0,0
39,2015,10,76000,2500.0,2,,16800.0,1,1,7,10857.0,0,1,0,1,0,0,0,0,0
39,1996,10,260000,1600.0,0,,500.0,3,2,26,10000.0,0,2,0,1,0,0,0,0,0
43,2007,10,180000,2000.0,4,,1950.0,1,2,15,12000.0,1,2,0,0,0,0,0,0,0
22,1996,4,230000,2000.0,0,,500.0,1,2,26,8846.0,0,2,0,1,0,0,0,0,0
39,2007,10,183000,1598.0,4,,5900.0,3,2,15,12200.0,1,2,0,1,0,0,0,0,0
14,2001,9,180000,2900.0,0,,5900.0,1,2,21,8571.0,0,2,0,1,0,1,0,0,0
13,2010,9,61223,2200.0,0,,4200.0,1,0,12,5102.0,0,2,0,1,0,1,0,0,0
31,2010,6,172000,1500.0,0,,6300.0,3,2,12,14333.0,1,2,0,0,0,1,0,1,0
11,2016,11,250000,1500.0,0,,8500.0,3,2,6,41667.0,2,2,0,0,0,1,0,0,0
1,2003,10,272000,2500.0,0,,5200.0,1,2,19,14316.0,1,2,0,0,1,0,0,0,0
25,1993,10,257000,1800.0,0,,1000.0,1,2,29,8862.0,0,2,0,1,0,0,0,0,0
2,2016,3,55000,3000.0,4,,32000.0,1,0,6,9167.0,0,2,0,0,1,1,1,0,0
28,1994,11,250000,1800.0,4,,1490.0,1,2,28,8929.0,0,2,0,0,1,1,0,0,0
23,2012,6,231000,3000.0,0,,12500.0,1,2,10,23100.0,2,2,0,0,1,1,0,1,0
23,2002,10,297000,2200.0,0,,3700.0,1,2,20,14850.0,1,2,0,0,1,0,0,0,0
41,1992,11,270000,1800.0,3,,950.0,1,2,30,9000.0,0,2,0,0,1,1,0,0,0
25,2015,3,165000,2000.0,5,,17200.0,1,2,7,23571.0,2,2,0,1,0,1,1,0,0
11,2012,4,160000,1400.0,0,,5700.0,3,2,10,16000.0,1,2,0,0,0,0,0,0,0
11,2009,2,220000,1400.0,0,,3999.0,3,2,13,16923.0,1,2,0,0,0,0,0,0,0
6,2014,11,278000,1200.0,3,,3300.0,3,2,8,34750.0,2,2,0,0,0,1,0,0,0
6,2007,11,200015,1600.0,3,,2800.0,3,2,15,13334.0,1,2,0,0,0,1,0,0,0
27,2007,11,350000,200.0,0,,7000.0,2,2,15,23333.0,2,2,0,1,0,1,0,0,0
22,1990,2,223000,1400.0,4,,650.0,3,2,32,6969.0,0,2,0,1,0,0,0,0,0
20,2012,4,125800,1800.0,2,,11900.0,1,1,10,12580.0,1,1,0,1,0,0,0,0,0
6,2005,10,252960,1400.0,3,,2999.0,3,2,17,14880.0,1,2,0,0,0,0,0,0,0
41,2008,10,256385,2000.0,0,,9799.0,1,2,14,18313.0,2,2,0,0,1,0,0,0,0
41,2013,4,180000,1200.0,4,,8199.0,3,2,9,20000.0,2,2,0,0,1,0,0,0,0
41,2007,4,229970,1900.0,0,,5199.0,1,2,15,15331.0,1,2,0,0,1,0,0,0,0
11,2014,3,198555,1600.0,4,,9999.0,3,2,8,24819.0,2,2,0,0,0,1,1,0,0
6,2008,10,226247,1500.0,0,,3000.0,3,2,14,16160.0,1,2,0,0,0,0,0,0,0
28,2016,4,88500,1600.0,0,,7300.0,3,1,6,14750.0,1,1,0,0,1,0,0,0,0
34,2018,11,60000,1600.0,4,,12000.0,3,0,4,15000.0,1,0,0,0,0,1,0,0,0
28,2008,10,187000,1900.0,0,,3500.0,1,2,14,13357.0,1,2,0,0,1,0,0,0,0
6,2016,10,40000,1500.0,0,,4299.0,3,0,6,6667.0,0,2,0,0,0,0,0,0,0
31,2014,11,163000,1500.0,0,,4599.0,3,2,8,20375.0,2,2,0,0,0,1,0,0,0
27,2011,3,163000,1500.0,0,,5999.0,3,2,11,14818.0,1,2,0,1,0,1,1,0,0
39,2012,4,90000,1800.0,2,,6999.0,1,1,10,9000.0,0,1,0,1,0,0,0,0,0
41,2009,6,190000,2000.0,0,,5299.0,1,2,13,14615.0,1,2,0,0,1,1,0,1,0
1,2017,10,40000,2000.0,0,,7899.0,1,0,5,8000.0,0,0,0,0,1,0,0,0,0
41,2006,11,123000,1900.0,0,,3199.0,1,1,16,7688.0,0,2,0,0,1,1,0,0,0
11,2010,3,300000,2500.0,2,,10800.0,1,2,12,25000.0,2,2,0,0,0,1,1,0,0
41,1983,6,150000,1600.0,0,,4999.0,3,1,39,3846.0,0,2,0,0,1,1,0,1,0
14,2012,10,180000,1599.0,4,,6999.0,3,2,10,18000.0,2,2,0,1,0,0,0,0,0
23,2004,6,123456,2200.0,0,,5750.0,1,1,18,6859.0,0,2,0,0,1,1,0,1,0
28,2005,5,250000,200.0,0,,3000.0,2,2,17,14706.0,1,2,0,0,1,1,0,1,0
2,2013,10,168000,2000.0,0,,17400.0,1,2,9,18667.0,2,2,0,0,1,0,0,0,0
6,2006,4,220000,1400.0,3,,2350.0,3,2,16,13750.0,1,2,0,0,0,0,0,0,0
42,1995,10,270000,1998.0,4,,2700.0,1,2,27,10000.0,0,2,0,0,0,0,0,0,0
13,2014,9,220000,1600.0,0,,15200.0,3,2,8,27500.0,2,2,0,1,0,1,0,0,0
39,2013,11,193000,1800.0,5,,8999.0,1,2,9,21444.0,2,2,0,1,0,1,0,0,0
29,1988,4,167000,1780.0,0,,1000.0,3,2,34,4912.0,0,2,0,0,0,0,0,0,0
28,1995,9,3000,2400.0,0,,3400.0,1,0,27,111.0,0,2,0,0,1,1,0,0,0
1,2006,10,5168,2000.0,0,,4123.0,1,0,16,323.0,0,2,0,0,1,0,0,0,0
22,2005,10,212132,1400.0,4,,2000.0,3,2,17,12478.0,1,2,0,1,0,0,0,0,0
40,2011,9,330000,1700.0,4,,4100.0,3,2,11,30000.0,2,2,0,0,0,1,0,0,0
27,2011,3,129242,2000.0,4,,9800.0,1,1,11,11749.0,0,2,0,1,0,1,1,0,0
14,2017,3,62000,2200.0,0,,25500.0,1,0,5,12400.0,1,0,0,1,0,1,1,0,0
41,2006,10,207000,2000.0,4,,5700.0,1,2,16,12938.0,1,2,0,0,1,0,0,0,0
18,2012,4,500000,1555.0,0,,4800.0,3,2,10,50000.0,2,2,0,0,0,0,0,0,0
28,2019,11,111111,1111.0,4,,3350.0,2,1,3,37037.0,2,1,0,0,1,1,0,0,0
5,2005,4,162000,1600.0,0,,2700.0,3,2,17,9529.0,0,2,0,0,0,0,0,0,0
28,1999,9,320147,3200.0,4,,1000.0,1,2,23,13919.0,1,2,0,0,1,1,0,0,0
1,2006,10,290000,2000.0,0,,8000.0,1,2,16,18125.0,2,2,0,0,1,0,0,0,0
41,2007,6,300000,1899.0,0,,5000.0,1,2,15,20000.0,2,2,0,0,1,1,0,1,0
39,2004,11,243000,200.0,4,,5500.0,2,2,18,13500.0,1,2,0,1,0,1,0,0,0
20,2013,4,200000,1800.0,2,,10500.0,1,2,9,22222.0,2,2,0,1,0,0,0,0,0
41,2009,9,202200,2000.0,4,,9000.0,1,2,13,15554.0,1,2,0,0,1,1,0,0,0
17,2002,9,169422,2500.0,0,,10000.0,1,2,20,8471.0,0,2,0,0,0,1,0,0,0
41,2005,11,220000,2000.0,3,,4350.0,1,2,17,12941.0,1,2,0,0,1,1,0,0,0
23,2003,10,210578,400.0,0,,3400.0,2,2,19,11083.0,0,2,0,0,1,0,0,0,0
39,2010,6,200000,2000.0,0,,7999.0,1,2,12,16667.0,1,2,0,1,0,1,0,1,0
4,2000,6,262800,3300.0,3,,4800.0,1,2,22,11945.0,1,2,0,0,0,1,0,1,0
41,2012,4,130000,1200.0,4,,8700.0,3,1,10,13000.0,1,1,0,0,1,0,0,0,0
39,2008,10,230000,1400.0,0,,6999.0,3,2,14,16429.0,1,2,0,1,0,0,0,0,0
23,2009,10,142000,320.0,0,,9000.0,2,1,13,10923.0,0,2,0,0,1,0,0,0,0
20,1999,10,225000,2000.0,4,,4000.0,1,2,23,9783.0,0,2,0,1,0,0,0,0,0
39,2010,4,226573,1400.0,0,,5900.0,3,2,12,18881.0,2,2,0,1,0,0,0,0,0
25,2017,3,151586,2000.0,4,,6800.0,1,2,5,30317.0,2,2,0,1,0,1,1,0,0
24,2015,4,94095,1600.0,4,,7900.0,3,1,7,13442.0,1,1,0,0,0,0,0,0,0
23,2017,3,90347,2000.0,4,,13400.0,1,1,5,18069.0,2,1,0,0,1,1,1,0,0
19,2019,3,33214,2000.0,4,,43300.0,1,0,3,11071.0,0,0,0,0,0,1,1,0,0
41,2013,11,260000,1600.0,0,,11500.0,3,2,9,28889.0,2,2,0,0,1,1,0,0,0
11,2005,9,197000,2300.0,3,,4800.0,1,2,17,11588.0,0,2,0,0,0,1,0,0,0
23,1993,2,425000,2000.0,4,,5700.0,1,2,29,14655.0,1,2,0,0,1,0,0,0,0
11,2001,11,240000,2000.0,4,,750.0,1,2,21,11429.0,0,2,0,0,0,1,0,0,0
31,2011,6,240000,1499.0,0,,6200.0,3,2,11,21818.0,2,2,0,0,0,1,0,1,0
31,1988,10,250000,1700.0,4,,650.0,3,2,34,7353.0,0,2,0,0,0,0,0,0,0
38,2003,4,135000,1600.0,3,,2500.0,3,1,19,7105.0,0,2,0,1,0,0,0,0,0
14,2002,10,300000,200.0,3,,2300.0,2,2,20,15000.0,1,2,0,1,0,0,0,0,0
23,2006,11,39600,2200.0,0,,2100.0,1,0,16,2475.0,0,2,0,0,1,1,0,0,0
41,2004,1,290000,1896.0,0,,2100.0,1,2,18,16111.0,1,2,0,0,1,1,0,0,0
2,2000,10,30000,200.0,0,,2500.0,2,0,22,1364.0,0,2,0,0,1,0,0,0,0
31,2014,5,156000,1461.0,0,,8099.0,3,2,8,19500.0,2,2,0,0,0,1,0,1,0
31,2012,6,195000,1461.0,0,,7550.0,3,2,10,19500.0,2,2,0,0,0,1,0,1,0
31,2013,6,205000,1461.0,0,,7950.0,3,2,9,22778.0,2,2,0,0,0,1,0,1,0
31,2016,11,190000,1461.0,0,,11199.0,3,2,6,31667.0,2,2,0,0,0,1,0,0,0
40,2008,10,130000,1700.0,3,,3200.0,3,1,14,9286.0,0,2,0,0,0,0,0,0,0
3,2006,10,240000,1400.0,3,,3500.0,3,2,16,15000.0,1,2,0,0,0,0,0,0,0
10,2010,11,180000,1600.0,0,,5450.0,3,2,12,15000.0,1,2,0,0,0,1,0,0,0
2,2002,10,450000,2500.0,0,,2700.0,1,2,20,22500.0,2,2,0,0,1,0,0,0,0
25,1997,2,198000,2000.0,3,,5000.0,1,2,25,7920.0,0,2,0,1,0,0,0,0,0
2,2003,11,335000,2000.0,0,,2350.0,1,2,19,17632.0,2,2,0,0,1,1,0,0,0
23,2004,6,320000,2200.0,0,,9500.0,1,2,18,17778.0,2,2,0,0,1,1,0,1,0
13,2013,3,170000,2200.0,0,,15500.0,1,2,9,18889.0,2,2,0,1,0,1,1,0,0
34,2005,4,333333,1600.0,4,,2500.0,3,2,17,19608.0,2,2,0,0,0,0,0,0,0
1,1998,11,295000,2800.0,4,,2400.0,1,2,24,12292.0,1,2,0,0,1,1,0,0,0
23,2002,11,276000,2200.0,0,,4600.0,1,2,20,13800.0,1,2,0,0,1,1,0,0,0
13,1996,4,300000,1400.0,4,,1500.0,3,2,26,11538.0,0,2,0,1,0,0,0,0,0
28,2010,10,215000,2000.0,0,,8500.0,1,2,12,17917.0,2,2,0,0,1,0,0,0,0
14,2001,2,231000,1600.0,4,,2400.0,3,2,21,11000.0,0,2,0,1,0,0,0,0,0
41,2010,6,143000,1900.0,0,,2200.0,1,1,12,11917.0,1,2,0,0,1,1,0,1,0
18,1998,10,220000,1500.0,3,,700.0,3,2,24,9167.0,0,2,0,0,0,0,0,0,0
28,2003,10,207000,1800.0,4,,3800.0,1,2,19,10895.0,0,2,0,0,1,0,0,0,0
18,1998,10,22000,1500.0,4,,700.0,3,0,24,917.0,0,2,0,0,0,0,0,0,0
38,2019,9,30000,1499.0,4,,26500.0,3,0,3,10000.0,0,0,0,1,0,1,0,0,0
1,2012,2,98000,2000.0,4,,10500.0,1,1,10,9800.0,0,1,0,0,1,0,0,0,0
18,2014,10,141000,2000.0,2,,12800.0,1,1,8,17625.0,2,1,0,0,0,0,0,0,0
27,2008,9,250000,2500.0,0,,6999.0,1,2,14,17857.0,2,2,0,1,0,1,0,0,0
15,2006,3,300000,4500.0,3,,18000.0,0,2,16,18750.0,2,2,0,1,0,1,1,0,0
34,2015,11,178430,1400.0,0,,6350.0,3,2,7,25490.0,2,2,0,0,0,1,0,0,0
10,1986,10,250000,1116.0,4,,7050.0,2,2,36,6944.0,0,2,0,0,0,0,0,0,0
6,2009,11,291300,1598.0,3,,3800.0,3,2,13,22408.0,2,2,0,0,0,1,0,0,0
13,2009,4,194000,1400.0,4,,4500.0,3,2,13,14923.0,1,2,0,1,0,0,0,0,0
41,2004,6,237000,2000.0,0,,4700.0,1,2,18,13167.0,1,2,0,0,1,1,0,1,0
6,2019,3,16000,1598.0,4,,10000.0,3,0,3,5333.0,0,0,0,0,0,1,1,0,0
28,2005,11,380000,1600.0,3,,3500.0,3,2,17,22353.0,2,2,0,0,1,1,0,0,0
17,2000,3,320000,3100.0,0,,2500.0,1,2,22,14545.0,1,2,0,0,0,1,1,0,0
23,1996,10,25488,2200.0,0,,4250.0,1,0,26,980.0,0,2,0,0,1,0,0,0,0
2,2001,11,205000,2000.0,0,,2500.0,1,2,21,9762.0,0,2,0,0,1,1,0,0,0
2,2000,2,374000,1895.0,4,,2600.0,1,2,22,17000.0,1,2,0,0,1,0,0,0,0
41,2001,6,277000,1900.0,0,,1850.0,1,2,21,13190.0,1,2,0,0,1,1,0,1,0
6,2007,11,205000,1600.0,3,,3200.0,3,2,15,13667.0,1,2,0,0,0,1,0,0,0
28,2010,4,105000,1299.0,0,,5000.0,3,1,12,8750.0,0,2,0,0,1,0,0,0,0
23,2001,10,123456,2700.0,0,,6500.0,1,1,21,5879.0,0,2,0,0,1,0,0,0,0
14,2006,3,231144,2200.0,0,,9400.0,1,2,16,14446.0,1,2,0,1,0,1,1,0,0
23,2011,6,23000,200.0,0,,12000.0,2,0,11,2091.0,0,2,0,0,1,1,0,1,0
11,2009,10,105000,2000.0,4,,6700.0,1,1,13,8077.0,0,2,0,0,0,0,0,0,0
39,2014,4,115000,1800.0,2,,9800.0,1,1,8,14375.0,1,1,0,1,0,0,0,0,0
20,2014,10,112000,2500.0,2,,15900.0,1,1,8,14000.0,1,1,0,1,0,0,0,0,0
2,2006,10,335000,200.0,0,,8500.0,2,2,16,20938.0,2,2,0,0,1,0,0,0,0
28,1994,10,350200,2000.0,4,,750.0,1,2,28,12507.0,1,2,0,0,1,0,0,0,0
1,2006,10,230000,4200.0,4,,6300.0,0,2,16,14375.0,1,2,0,0,1,0,0,0,0
28,1996,4,111111,1600.0,4,,1800.0,3,1,26,4274.0,0,2,0,0,1,0,0,0,0
1,2012,10,92000,2000.0,4,,12150.0,1,1,10,9200.0,0,1,0,0,1,0,0,0,0
39,2009,10,111111,1800.0,4,,9700.0,1,1,13,8547.0,0,2,0,1,0,0,0,0,0
11,2010,6,200000,1800.0,0,,3700.0,1,2,12,16667.0,1,2,0,0,0,1,0,1,0
31,2005,10,198000,1400.0,4,,2900.0,3,2,17,11647.0,0,2,0,0,0,0,0,0,0
1,1996,10,465846,1600.0,4,,2150.0,3,2,26,17917.0,2,2,0,0,1,0,0,0,0
28,2008,11,155676,1400.0,4,,4400.0,3,2,14,11120.0,0,2,0,0,1,1,0,0,0
25,2004,9,123456,2500.0,0,,5700.0,1,1,18,6859.0,0,2,0,1,0,1,0,0,0
2,2012,4,103176,1600.0,4,,10200.0,3,1,10,10318.0,0,1,0,0,1,0,0,0,0
6,2007,11,315915,1600.0,3,,3150.0,3,2,15,21061.0,2,2,0,0,0,1,0,0,0
29,2003,4,260000,1600.0,4,,2480.0,3,2,19,13684.0,1,2,0,0,0,0,0,0,0
